,site,scientificnameaccepted,quarter,yearcollected,Count (Dmnless)
2368,site_54.63_14.28,Mya arenaria,4,2001,24
2369,site_54.63_14.28,Mya arenaria,4,2002,14
2370,site_54.63_14.28,Mya arenaria,4,2003,48
2371,site_54.63_14.28,Mya arenaria,4,2004,116
2372,site_54.63_14.28,Mysis mixta,3,1999,1
2373,site_54.63_14.28,Mysis mixta,4,1995,1
2374,site_54.63_14.28,Mysis mixta,4,1998,1
2375,site_54.63_14.28,Mysis mixta,4,2000,1
2376,site_54.63_14.28,Mysis mixta,4,2001,1
2377,site_54.63_14.28,Mysis mixta,4,2003,1
2378,site_54.63_14.28,Mysis mixta,4,2004,1
2379,site_54.63_14.28,Mytilus edulis,2,1980,79
2380,site_54.63_14.28,Mytilus edulis,3,1999,1779
2381,site_54.63_14.28,Mytilus edulis,4,1987,56
2382,site_54.63_14.28,Mytilus edulis,4,1991,14
2383,site_54.63_14.28,Mytilus edulis,4,1992,143
2384,site_54.63_14.28,Mytilus edulis,4,1993,1571
2385,site_54.63_14.28,Mytilus edulis,4,1994,222
2386,site_54.63_14.28,Mytilus edulis,4,1995,663
2387,site_54.63_14.28,Mytilus edulis,4,1997,340
2388,site_54.63_14.28,Mytilus edulis,4,1998,1486
2389,site_54.63_14.28,Mytilus edulis,4,2000,303
2390,site_54.63_14.28,Mytilus edulis,4,2001,296
2391,site_54.63_14.28,Mytilus edulis,4,2002,184
2392,site_54.63_14.28,Mytilus edulis,4,2003,37
2393,site_54.63_14.28,Mytilus edulis,4,2004,109
2394,site_54.63_14.28,Nais elinguis,4,1998,3
2395,site_54.63_14.28,Nais elinguis,4,2000,1
2396,site_54.63_14.28,Nais elinguis,4,2002,1
2397,site_54.63_14.28,Nemertina,4,2001,3
2398,site_54.63_14.28,Neomysis integer,3,1999,1
2399,site_54.63_14.28,Neomysis integer,4,1991,3
2400,site_54.63_14.28,Neomysis integer,4,1998,1
2401,site_54.63_14.28,Neomysis integer,4,2000,1
2402,site_54.63_14.28,Neomysis integer,4,2001,1
2403,site_54.63_14.28,Neomysis integer,4,2002,1
2404,site_54.63_14.28,Neomysis integer,4,2003,1
2405,site_54.63_14.28,Neomysis integer,4,2004,1
2406,site_54.63_14.28,Oligochaeta,4,1991,24
2407,site_54.63_14.28,Oligochaeta,4,1992,15
2408,site_54.63_14.28,Oligochaeta,4,1993,558
2409,site_54.63_14.28,Oligochaeta,4,1994,454
2410,site_54.63_14.28,Oligochaeta,4,1995,425
2411,site_54.63_14.28,Oligochaeta,4,1997,20
2412,site_54.63_14.28,Opercularella lacerata,4,2001,1
2413,site_54.63_14.28,Palaemon elegans,4,2003,1
2414,site_54.63_14.28,Paranais litoralis,4,1998,7
2415,site_54.63_14.28,Pontoporeia femorata,3,1999,3
2416,site_54.63_14.28,Pontoporeia femorata,4,1995,1
2417,site_54.63_14.28,Pontoporeia femorata,4,1997,10
2418,site_54.63_14.28,Pontoporeia femorata,4,2004,3
2419,site_54.63_14.28,Praunus flexuosus,4,2004,1
2420,site_54.63_14.28,Priapulus caudatus,4,2004,3
2421,site_54.63_14.28,Pygospio elegans,3,1999,5636
2422,site_54.63_14.28,Pygospio elegans,4,1987,422
2423,site_54.63_14.28,Pygospio elegans,4,1991,361
2424,site_54.63_14.28,Pygospio elegans,4,1992,699
2425,site_54.63_14.28,Pygospio elegans,4,1993,3935
2426,site_54.63_14.28,Pygospio elegans,4,1994,7240
2427,site_54.63_14.28,Pygospio elegans,4,1995,8319
2428,site_54.63_14.28,Pygospio elegans,4,1997,2759
2429,site_54.63_14.28,Pygospio elegans,4,1998,3949
2430,site_54.63_14.28,Pygospio elegans,4,2000,2374
2431,site_54.63_14.28,Pygospio elegans,4,2001,483
2432,site_54.63_14.28,Pygospio elegans,4,2002,633
2433,site_54.63_14.28,Pygospio elegans,4,2003,3058
2434,site_54.63_14.28,Pygospio elegans,4,2004,1881
2435,site_54.63_14.28,Saduria entomon,3,1999,3
2436,site_54.63_14.28,Saduria entomon,4,1987,9
2437,site_54.63_14.28,Saduria entomon,4,1993,2
2438,site_54.63_14.28,Saduria entomon,4,1995,2
2439,site_54.63_14.28,Saduria entomon,4,1998,3
2440,site_54.63_14.28,Saduria entomon,4,2000,7
2441,site_54.63_14.28,Saduria entomon,4,2001,14
2442,site_54.63_14.28,Saduria entomon,4,2002,24
2443,site_54.63_14.28,Saduria entomon,4,2003,7
2444,site_54.63_14.28,Saduria entomon,4,2004,14
2445,site_54.63_14.28,Scoloplos armiger,4,1993,12
2446,site_54.63_14.28,Scoloplos armiger,4,1994,23
2447,site_54.63_14.28,Scoloplos armiger,4,1995,10
2448,site_54.63_14.28,Travisia forbesii,4,1991,3
2449,site_54.63_14.28,Travisia forbesii,4,1992,10
2450,site_54.63_14.28,Travisia forbesii,4,1993,7
2451,site_54.63_14.28,Travisia forbesii,4,1994,5
2452,site_54.63_14.28,Travisia forbesii,4,1995,4
2453,site_54.63_14.28,Tubifex costatus,3,1999,17
2454,site_54.63_14.28,Tubifex costatus,4,1998,109
2455,site_54.63_14.28,Tubifex costatus,4,2000,99
2456,site_54.63_14.28,Tubifex costatus,4,2001,7
2457,site_54.63_14.28,Tubifex costatus,4,2003,51
2458,site_54.63_14.28,Tubifex costatus,4,2004,7
2459,site_54.63_14.28,Tubificoides benedeni,4,2002,3
2460,site_54.63_14.28,Tubificoides benedeni,4,2003,3
2461,site_54.63_14.28,Tubificoides benedeni,4,2004,3
2462,site_54.63_14.28,Verticillina verticillata,3,1999,1
2463,site_54.71_13.95,Ampharete baltica,4,1986,53
2464,site_54.71_13.95,Ampharete baltica,4,1987,6
2465,site_54.71_13.95,Ampharete baltica,4,1989,82
2466,site_54.71_13.95,Ampharete baltica,4,1990,21
2467,site_54.71_13.95,Ampharete baltica,4,1991,60
2468,site_54.71_13.95,Arenicola marina,3,1980,3
2469,site_54.71_13.95,Arenicola marina,4,1993,6
2470,site_54.71_13.95,Arenicola marina,4,1994,3
2471,site_54.71_13.95,Astarte borealis,4,1992,3
2472,site_54.71_13.95,Balanus crenatus,2,1980,35
2473,site_54.71_13.95,Balanus crenatus,4,1989,15
2474,site_54.71_13.95,Bylgides sarsi,3,1980,18
2475,site_54.71_13.95,Bylgides sarsi,4,1986,31
2476,site_54.71_13.95,Bylgides sarsi,4,1987,9
2477,site_54.71_13.95,Bylgides sarsi,4,1988,6
2478,site_54.71_13.95,Bylgides sarsi,4,1990,3
2479,site_54.71_13.95,Bylgides sarsi,4,1993,3
2480,site_54.71_13.95,Bylgides sarsi,4,1994,9
2481,site_54.71_13.95,Capitella capitata,4,1987,3
2482,site_54.71_13.95,Capitella capitata,4,1992,9
2483,site_54.71_13.95,Capitella capitata,4,1993,22
2484,site_54.71_13.95,Capitella capitata,4,1994,3
2485,site_54.71_13.95,Corophium volutator,4,1990,3
2486,site_54.71_13.95,Diastylis rathkei,2,1981,18
2487,site_54.71_13.95,Diastylis rathkei,3,1980,27
2488,site_54.71_13.95,Diastylis rathkei,4,1986,75
2489,site_54.71_13.95,Diastylis rathkei,4,1987,62
2490,site_54.71_13.95,Diastylis rathkei,4,1988,32
2491,site_54.71_13.95,Diastylis rathkei,4,1989,59
2492,site_54.71_13.95,Diastylis rathkei,4,1990,3
2493,site_54.71_13.95,Diastylis rathkei,4,1991,38
2494,site_54.71_13.95,Diastylis rathkei,4,1993,16
2495,site_54.71_13.95,Diastylis rathkei,4,1994,223
2496,site_54.71_13.95,Eteone longa,4,1991,25
2497,site_54.71_13.95,Fabricia stellaris,3,1980,9
2498,site_54.71_13.95,Fabricia stellaris,4,1986,13
2499,site_54.71_13.95,Fabricia stellaris,4,1992,41
2500,site_54.71_13.95,Fabricia stellaris,4,1993,1802
2501,site_54.71_13.95,Fabricia stellaris,4,1994,698
2502,site_54.71_13.95,Gammarus oceanicus,4,1986,18
2503,site_54.71_13.95,Halicryptus spinulosus,2,1981,3
2504,site_54.71_13.95,Halicryptus spinulosus,4,1986,22
2505,site_54.71_13.95,Halicryptus spinulosus,4,1989,6
2506,site_54.71_13.95,Halicryptus spinulosus,4,1990,26
2507,site_54.71_13.95,Halicryptus spinulosus,4,1991,35
2508,site_54.71_13.95,Halicryptus spinulosus,4,1992,22
2509,site_54.71_13.95,Halicryptus spinulosus,4,1993,47
2510,site_54.71_13.95,Halicryptus spinulosus,4,1994,63
2511,site_54.71_13.95,Hediste diversicolor,4,1990,12
2512,site_54.71_13.95,Hediste diversicolor,4,1991,1714
2513,site_54.71_13.95,Hediste diversicolor,4,1993,22
2514,site_54.71_13.95,Hediste diversicolor,4,1994,44
2515,site_54.71_13.95,Heteromastus filiformis,2,1980,9
2516,site_54.71_13.95,Hydrobia ulvae,2,1981,3
2517,site_54.71_13.95,Hydrobia ulvae,4,1986,9
2518,site_54.71_13.95,Hydrobia ulvae,4,1989,1134
2519,site_54.71_13.95,Hydrobia ulvae,4,1990,2737
2520,site_54.71_13.95,Hydrobia ulvae,4,1991,965
2521,site_54.71_13.95,Hydrobia ulvae,4,1992,35
2522,site_54.71_13.95,Hydrobia ulvae,4,1993,1525
2523,site_54.71_13.95,Hydrobia ulvae,4,1994,547
2524,site_54.71_13.95,Idotea balthica,3,1980,3
2525,site_54.71_13.95,Lineus ruber,2,1980,9
2526,site_54.71_13.95,Lineus ruber,3,1980,3
2527,site_54.71_13.95,Macoma balthica,2,1981,284
2528,site_54.71_13.95,Macoma balthica,3,1980,287
2529,site_54.71_13.95,Macoma balthica,4,1986,308
2530,site_54.71_13.95,Macoma balthica,4,1987,407
2531,site_54.71_13.95,Macoma balthica,4,1988,132
2532,site_54.71_13.95,Macoma balthica,4,1989,607
2533,site_54.71_13.95,Macoma balthica,4,1990,202
2534,site_54.71_13.95,Macoma balthica,4,1991,88
2535,site_54.71_13.95,Macoma balthica,4,1992,47
2536,site_54.71_13.95,Macoma balthica,4,1993,557
2537,site_54.71_13.95,Macoma balthica,4,1994,912
2538,site_54.71_13.95,Marenzelleria neglecta,4,1993,9
2539,site_54.71_13.95,Mya arenaria,2,1981,6
2540,site_54.71_13.95,Mya arenaria,4,1987,6
2541,site_54.71_13.95,Mya arenaria,4,1989,18
2542,site_54.71_13.95,Mya arenaria,4,1990,3
2543,site_54.71_13.95,Mya arenaria,4,1991,79
2544,site_54.71_13.95,Mya arenaria,4,1993,6
2545,site_54.71_13.95,Mya arenaria,4,1994,6
2546,site_54.71_13.95,Mytilus edulis,2,1980,1943
2547,site_54.71_13.95,Mytilus edulis,2,1981,3
2548,site_54.71_13.95,Mytilus edulis,3,1980,29
2549,site_54.71_13.95,Mytilus edulis,4,1986,1117
2550,site_54.71_13.95,Mytilus edulis,4,1987,23
2551,site_54.71_13.95,Mytilus edulis,4,1988,2573
2552,site_54.71_13.95,Mytilus edulis,4,1989,70
2553,site_54.71_13.95,Mytilus edulis,4,1990,12
2554,site_54.71_13.95,Mytilus edulis,4,1991,85
2555,site_54.71_13.95,Mytilus edulis,4,1992,575
2556,site_54.71_13.95,Mytilus edulis,4,1993,129
2557,site_54.71_13.95,Mytilus edulis,4,1994,1387
2558,site_54.71_13.95,Nemertina,4,1986,5
2559,site_54.71_13.95,Nemertina,4,1989,3
2560,site_54.71_13.95,Nemertina,4,1991,3
2561,site_54.71_13.95,Nemertina,4,1994,9
2562,site_54.71_13.95,Nephtys,4,1989,3
2563,site_54.71_13.95,Oligochaeta,2,1980,26
2564,site_54.71_13.95,Oligochaeta,2,1981,6
2565,site_54.71_13.95,Oligochaeta,3,1980,23
2566,site_54.71_13.95,Oligochaeta,4,1986,418
2567,site_54.71_13.95,Oligochaeta,4,1987,32
2568,site_54.71_13.95,Oligochaeta,4,1988,12
2569,site_54.71_13.95,Oligochaeta,4,1989,220
2570,site_54.71_13.95,Oligochaeta,4,1990,105
2571,site_54.71_13.95,Oligochaeta,4,1991,336
2572,site_54.71_13.95,Oligochaeta,4,1992,60
2573,site_54.71_13.95,Oligochaeta,4,1993,711
2574,site_54.71_13.95,Oligochaeta,4,1994,214
2575,site_54.71_13.95,Polydora,4,1992,9
2576,site_54.71_13.95,Pontoporeia femorata,4,1987,44
2577,site_54.71_13.95,Pygospio elegans,2,1981,6
2578,site_54.71_13.95,Pygospio elegans,3,1980,21
2579,site_54.71_13.95,Pygospio elegans,4,1986,804
2580,site_54.71_13.95,Pygospio elegans,4,1987,1163
2581,site_54.71_13.95,Pygospio elegans,4,1988,29
2582,site_54.71_13.95,Pygospio elegans,4,1989,1441
2583,site_54.71_13.95,Pygospio elegans,4,1990,225
2584,site_54.71_13.95,Pygospio elegans,4,1991,667
2585,site_54.71_13.95,Pygospio elegans,4,1992,289
2586,site_54.71_13.95,Pygospio elegans,4,1993,4802
2587,site_54.71_13.95,Pygospio elegans,4,1994,4903
2588,site_54.71_13.95,Saduria entomon,3,1980,3
2589,site_54.71_13.95,Saduria entomon,4,1986,53
2590,site_54.71_13.95,Saduria entomon,4,1987,6
2591,site_54.71_13.95,Scoloplos armiger,2,1981,41
2592,site_54.71_13.95,Scoloplos armiger,3,1980,67
2593,site_54.71_13.95,Scoloplos armiger,4,1986,106
2594,site_54.71_13.95,Scoloplos armiger,4,1987,53
2595,site_54.71_13.95,Scoloplos armiger,4,1989,56
2596,site_54.71_13.95,Scoloplos armiger,4,1990,82
2597,site_54.71_13.95,Scoloplos armiger,4,1991,412
2598,site_54.71_13.95,Scoloplos armiger,4,1994,28
2599,site_54.71_13.95,Sphaerodoropsis baltica,4,1993,6
2600,site_54.71_13.95,Sphaeroma hookeri,4,1986,9
2601,site_54.72_13.7,Ampharete baltica,3,1999,145
2602,site_54.72_13.7,Bylgides sarsi,3,1999,82
2603,site_54.72_13.7,Capitella capitata,3,1999,3
2604,site_54.72_13.7,Diastylis rathkei,3,1999,572
2605,site_54.72_13.7,Halicryptus spinulosus,3,1999,41
2606,site_54.72_13.7,Hydrobia ulvae,3,1999,35
2607,site_54.72_13.7,Macoma balthica,3,1999,582
2608,site_54.72_13.7,Mya arenaria,3,1999,104
2609,site_54.72_13.7,Mysis mixta,3,1999,1
2610,site_54.72_13.7,Mytilus edulis,3,1999,3
2611,site_54.72_13.7,Polydora ciliata,3,1999,3
2612,site_54.72_13.7,Pontoporeia femorata,3,1999,167
2613,site_54.72_13.7,Priapulus caudatus,3,1999,19
2614,site_54.72_13.7,Pygospio elegans,3,1999,113
2615,site_54.72_13.7,Scoloplos armiger,3,1999,151
2616,site_54.72_13.7,Terebellides stroemii,3,1999,481
2617,site_54.73_12.79,Abra alba,4,2003,3
2618,site_54.73_12.79,Acanthodoris pilosa,4,1991,3
2619,site_54.73_12.79,Acanthodoris pilosa,4,2002,1
2620,site_54.73_12.79,Acanthodoris pilosa,4,2003,1
2621,site_54.73_12.79,Alcyonidium polyoum,3,1999,1
2622,site_54.73_12.79,Alcyonidium polyoum,4,1998,1
2623,site_54.73_12.79,Alcyonidium polyoum,4,2000,1
2624,site_54.73_12.79,Alcyonidium polyoum,4,2001,1
2625,site_54.73_12.79,Alcyonidium polyoum,4,2002,1
2626,site_54.73_12.79,Amauropsis islandica,4,1987,3
2627,site_54.73_12.79,Ampharete baltica,2,1984,26
2628,site_54.73_12.79,Ampharete baltica,3,1999,170
2629,site_54.73_12.79,Ampharete baltica,4,1990,3
2630,site_54.73_12.79,Ampharete baltica,4,1991,7
2631,site_54.73_12.79,Ampharete baltica,4,1993,10
2632,site_54.73_12.79,Ampharete baltica,4,1994,7
2633,site_54.73_12.79,Ampharete baltica,4,1995,2
2634,site_54.73_12.79,Ampharete baltica,4,1997,34
2635,site_54.73_12.79,Ampharete baltica,4,1998,20
2636,site_54.73_12.79,Ampharete baltica,4,2000,524
2637,site_54.73_12.79,Ampharete baltica,4,2001,204
2638,site_54.73_12.79,Ampharete baltica,4,2002,136
2639,site_54.73_12.79,Ampharete baltica,4,2003,34
2640,site_54.73_12.79,Ampharete baltica,4,2004,95
2641,site_54.73_12.79,Arctica islandica,4,2004,3
2642,site_54.73_12.79,Arenicola marina,4,1998,3
2643,site_54.73_12.79,Arenicola marina,4,2000,1
2644,site_54.73_12.79,Arenicola marina,4,2001,1
2645,site_54.73_12.79,Arenicola marina,4,2002,17
2646,site_54.73_12.79,Arenicola marina,4,2003,3
2647,site_54.73_12.79,Arenicola marina,4,2004,1
2648,site_54.73_12.79,Aricidea cerrutii,3,1999,10
2649,site_54.73_12.79,Aricidea cerrutii,4,1993,2
2650,site_54.73_12.79,Aricidea cerrutii,4,1997,20
2651,site_54.73_12.79,Aricidea cerrutii,4,1998,10
2652,site_54.73_12.79,Aricidea suecica,4,1989,6
2653,site_54.73_12.79,Aricidea suecica,4,1994,3
2654,site_54.73_12.79,Aricidea suecica,4,1995,9
2655,site_54.73_12.79,Aricidea suecica,4,2001,31
2656,site_54.73_12.79,Aricidea suecica,4,2002,41
2657,site_54.73_12.79,Aricidea suecica,4,2003,34
2658,site_54.73_12.79,Aricidea suecica,4,2004,10
2659,site_54.73_12.79,Astarte borealis,2,1981,44
2660,site_54.73_12.79,Astarte borealis,2,1982,65
2661,site_54.73_12.79,Astarte borealis,2,1983,123
2662,site_54.73_12.79,Astarte borealis,2,1984,97
2663,site_54.73_12.79,Astarte borealis,3,1980,44
2664,site_54.73_12.79,Astarte borealis,3,1999,224
2665,site_54.73_12.79,Astarte borealis,4,1986,141
2666,site_54.73_12.79,Astarte borealis,4,1987,6
2667,site_54.73_12.79,Astarte borealis,4,1988,56
2668,site_54.73_12.79,Astarte borealis,4,1989,15
2669,site_54.73_12.79,Astarte borealis,4,1990,85
2670,site_54.73_12.79,Astarte borealis,4,1991,214
2671,site_54.73_12.79,Astarte borealis,4,1992,18
2672,site_54.73_12.79,Astarte borealis,4,1993,376
2673,site_54.73_12.79,Astarte borealis,4,1994,405
2674,site_54.73_12.79,Astarte borealis,4,1995,235
2675,site_54.73_12.79,Astarte borealis,4,1997,153
2676,site_54.73_12.79,Astarte borealis,4,1998,146
2677,site_54.73_12.79,Astarte borealis,4,2000,180
2678,site_54.73_12.79,Astarte borealis,4,2001,190
2679,site_54.73_12.79,Astarte borealis,4,2002,136
2680,site_54.73_12.79,Astarte borealis,4,2003,133
2681,site_54.73_12.79,Astarte borealis,4,2004,160
2682,site_54.73_12.79,Astarte elliptica,2,1981,50
2683,site_54.73_12.79,Astarte elliptica,2,1982,24
2684,site_54.73_12.79,Astarte elliptica,2,1983,56
2685,site_54.73_12.79,Astarte elliptica,3,1980,27
2686,site_54.73_12.79,Astarte elliptica,4,1998,1
2687,site_54.73_12.79,Astarte montagui,4,2001,20
2688,site_54.73_12.79,Asterias rubens,4,1991,10
2689,site_54.73_12.79,Asterias rubens,4,1997,3
2690,site_54.73_12.79,Asterias rubens,4,2000,1
2691,site_54.73_12.79,Asterias rubens,4,2001,1
2692,site_54.73_12.79,Asterias rubens,4,2002,7
2693,site_54.73_12.79,Asterias rubens,4,2003,27
2694,site_54.73_12.79,Asterias rubens,4,2004,1
2695,site_54.73_12.79,Balanus crenatus,3,1999,1
2696,site_54.73_12.79,Balanus crenatus,4,1998,17
2697,site_54.73_12.79,Balanus crenatus,4,2000,1
2698,site_54.73_12.79,Balanus crenatus,4,2001,1
2699,site_54.73_12.79,Balanus crenatus,4,2002,3
2700,site_54.73_12.79,Balanus crenatus,4,2003,1
2701,site_54.73_12.79,Balanus improvisus,4,1991,3
2702,site_54.73_12.79,Balanus improvisus,4,1997,27
2703,site_54.73_12.79,Bathyporeia pilosa,2,1982,18
2704,site_54.73_12.79,Bathyporeia pilosa,4,1994,3
2705,site_54.73_12.79,Bathyporeia pilosa,4,1995,3
2706,site_54.73_12.79,Bathyporeia pilosa,4,1998,7
2707,site_54.73_12.79,Bougainvillia ramosa,4,2003,1
2708,site_54.73_12.79,Bylgides sarsi,2,1981,3
2709,site_54.73_12.79,Bylgides sarsi,2,1982,15
2710,site_54.73_12.79,Bylgides sarsi,2,1983,15
2711,site_54.73_12.79,Bylgides sarsi,3,1980,26
2712,site_54.73_12.79,Bylgides sarsi,3,1999,24
2713,site_54.73_12.79,Bylgides sarsi,4,1986,22
2714,site_54.73_12.79,Bylgides sarsi,4,1991,51
2715,site_54.73_12.79,Bylgides sarsi,4,1993,2
2716,site_54.73_12.79,Bylgides sarsi,4,1994,14
2717,site_54.73_12.79,Bylgides sarsi,4,1995,3
2718,site_54.73_12.79,Bylgides sarsi,4,1997,7
2719,site_54.73_12.79,Bylgides sarsi,4,1998,1
2720,site_54.73_12.79,Bylgides sarsi,4,2000,14
2721,site_54.73_12.79,Bylgides sarsi,4,2001,3
2722,site_54.73_12.79,Bylgides sarsi,4,2002,7
2723,site_54.73_12.79,Bylgides sarsi,4,2003,3
2724,site_54.73_12.79,Callopora lineata,4,2003,1
2725,site_54.73_12.79,Capitella capitata,2,1982,3
2726,site_54.73_12.79,Capitella capitata,3,1999,7
2727,site_54.73_12.79,Capitella capitata,4,1994,3
2728,site_54.73_12.79,Capitella capitata,4,1995,2
2729,site_54.73_12.79,Capitella capitata,4,1997,27
2730,site_54.73_12.79,Capitella capitata,4,1998,7
2731,site_54.73_12.79,Capitella capitata,4,2002,3
2732,site_54.73_12.79,Capitella capitata,4,2003,17
2733,site_54.73_12.79,Cerastoderma glaucum,4,1989,457
2734,site_54.73_12.79,Cerastoderma glaucum,4,1990,730
2735,site_54.73_12.79,Cerastoderma glaucum,4,1991,167
2736,site_54.73_12.79,Cerastoderma glaucum,4,1992,48
2737,site_54.73_12.79,Cerastoderma glaucum,4,1993,18
2738,site_54.73_12.79,Cerastoderma glaucum,4,1994,3
2739,site_54.73_12.79,Cerastoderma glaucum,4,1995,7
2740,site_54.73_12.79,Cerastoderma glaucum,4,1998,1
2741,site_54.73_12.79,Cerastoderma glaucum,4,2004,58
2742,site_54.73_12.79,Clytia hemisphaerica,3,1999,1
2743,site_54.73_12.79,Corophium crassicorne,4,1993,10
2744,site_54.73_12.79,Corophium crassicorne,4,1994,7
2745,site_54.73_12.79,Corophium crassicorne,4,1997,17
2746,site_54.73_12.79,Corophium crassicorne,4,1998,14
2747,site_54.73_12.79,Corophium crassicorne,4,2000,228
2748,site_54.73_12.79,Corophium crassicorne,4,2001,160
2749,site_54.73_12.79,Corophium crassicorne,4,2003,3
2750,site_54.73_12.79,Corophium crassicorne,4,2004,78
2751,site_54.73_12.79,Corophium insidiosum,2,1984,18
2752,site_54.73_12.79,Corophium volutator,2,1983,3
2753,site_54.73_12.79,Corophium volutator,4,1995,41
2754,site_54.73_12.79,Crangon crangon,3,1999,1
2755,site_54.73_12.79,Crangon crangon,4,1989,3
2756,site_54.73_12.79,Crangon crangon,4,1990,3
2757,site_54.73_12.79,Crangon crangon,4,1991,3
2758,site_54.73_12.79,Crangon crangon,4,1992,5
2759,site_54.73_12.79,Crangon crangon,4,1994,3
2760,site_54.73_12.79,Crangon crangon,4,1995,12
2761,site_54.73_12.79,Crangon crangon,4,1998,1
2762,site_54.73_12.79,Crangon crangon,4,2000,1
2763,site_54.73_12.79,Crangon crangon,4,2001,1
2764,site_54.73_12.79,Crangon crangon,4,2002,1
2765,site_54.73_12.79,Crangon crangon,4,2003,7
2766,site_54.73_12.79,Crangon crangon,4,2004,1
2767,site_54.73_12.79,Diastylis rathkei,2,1981,18
2768,site_54.73_12.79,Diastylis rathkei,2,1982,41
2769,site_54.73_12.79,Diastylis rathkei,2,1983,191
2770,site_54.73_12.79,Diastylis rathkei,2,1984,44
2771,site_54.73_12.79,Diastylis rathkei,3,1980,35
2772,site_54.73_12.79,Diastylis rathkei,3,1999,105
2773,site_54.73_12.79,Diastylis rathkei,4,1986,13
2774,site_54.73_12.79,Diastylis rathkei,4,1987,15
2775,site_54.73_12.79,Diastylis rathkei,4,1988,3
2776,site_54.73_12.79,Diastylis rathkei,4,1990,6
2777,site_54.73_12.79,Diastylis rathkei,4,1991,3
2778,site_54.73_12.79,Diastylis rathkei,4,1994,139
2779,site_54.73_12.79,Diastylis rathkei,4,1995,473
2780,site_54.73_12.79,Diastylis rathkei,4,1997,364
2781,site_54.73_12.79,Diastylis rathkei,4,1998,20
2782,site_54.73_12.79,Diastylis rathkei,4,2000,184
2783,site_54.73_12.79,Diastylis rathkei,4,2001,27
2784,site_54.73_12.79,Diastylis rathkei,4,2002,95
2785,site_54.73_12.79,Diastylis rathkei,4,2003,235
2786,site_54.73_12.79,Diastylis rathkei,4,2004,17
2787,site_54.73_12.79,Electra crustulenta,4,1998,1
2788,site_54.73_12.79,Electra crustulenta,4,2000,1
2789,site_54.73_12.79,Electra crustulenta,4,2001,1
2790,site_54.73_12.79,Electra crustulenta,4,2002,1
2791,site_54.73_12.79,Electra crustulenta,4,2003,1
2792,site_54.73_12.79,Electra pilosa,4,2003,1
2793,site_54.73_12.79,Eteone longa,2,1982,3
2794,site_54.73_12.79,Eteone longa,3,1999,7
2795,site_54.73_12.79,Eteone longa,4,1992,3
2796,site_54.73_12.79,Eteone longa,4,1993,14
2797,site_54.73_12.79,Eteone longa,4,1994,37
2798,site_54.73_12.79,Eteone longa,4,1995,27
2799,site_54.73_12.79,Eteone longa,4,1997,20
2800,site_54.73_12.79,Eteone longa,4,1998,31
2801,site_54.73_12.79,Eteone longa,4,2000,3
2802,site_54.73_12.79,Eteone longa,4,2001,10
2803,site_54.73_12.79,Eteone longa,4,2002,20
2804,site_54.73_12.79,Eteone longa,4,2003,10
2805,site_54.73_12.79,Eucratea loricata,4,2001,1
2806,site_54.73_12.79,Eucratea loricata,4,2003,1
2807,site_54.73_12.79,Eucratea loricata,4,2004,1
2808,site_54.73_12.79,Eulalia bilineata,4,2000,7
2809,site_54.73_12.79,Facelina bostoniensis,4,2003,10
2810,site_54.73_12.79,Gammarellus homari,4,2003,3
2811,site_54.73_12.79,Gammarus oceanicus,2,1984,9
2812,site_54.73_12.79,Gammarus oceanicus,3,1999,1
2813,site_54.73_12.79,Gammarus oceanicus,4,1989,3
2814,site_54.73_12.79,Gammarus oceanicus,4,1990,3
2815,site_54.73_12.79,Gammarus oceanicus,4,1991,17
2816,site_54.73_12.79,Gammarus oceanicus,4,1998,3
2817,site_54.73_12.79,Gammarus oceanicus,4,2000,1
2818,site_54.73_12.79,Gammarus oceanicus,4,2001,1
2819,site_54.73_12.79,Gammarus oceanicus,4,2002,1
2820,site_54.73_12.79,Gammarus salinus,2,1983,18
2821,site_54.73_12.79,Gammarus salinus,3,1999,3
2822,site_54.73_12.79,Gammarus salinus,4,1991,48
2823,site_54.73_12.79,Gammarus salinus,4,1993,2
2824,site_54.73_12.79,Gammarus salinus,4,1994,37
2825,site_54.73_12.79,Gammarus salinus,4,1995,7
2826,site_54.73_12.79,Gammarus salinus,4,1997,10
2827,site_54.73_12.79,Gammarus salinus,4,1998,116
2828,site_54.73_12.79,Gammarus salinus,4,2000,3
2829,site_54.73_12.79,Gammarus salinus,4,2001,7
2830,site_54.73_12.79,Gammarus salinus,4,2002,34
2831,site_54.73_12.79,Gammarus zaddachi,3,1999,1
2832,site_54.73_12.79,Gammarus zaddachi,4,1993,2
2833,site_54.73_12.79,Gammarus zaddachi,4,1998,20
2834,site_54.73_12.79,Gammarus zaddachi,4,2000,1
2835,site_54.73_12.79,Gammarus zaddachi,4,2002,1
2836,site_54.73_12.79,Gastrosaccus spinifer,4,1994,95
2837,site_54.73_12.79,Gastrosaccus spinifer,4,1997,34
2838,site_54.73_12.79,Gastrosaccus spinifer,4,1998,17
2839,site_54.73_12.79,Gastrosaccus spinifer,4,2003,3
2840,site_54.73_12.79,Gastrosaccus spinifer,4,2004,3
2841,site_54.73_12.79,Halacaridae,4,2003,1
2842,site_54.73_12.79,Halicryptus spinulosus,2,1982,3
2843,site_54.73_12.79,Halicryptus spinulosus,3,1999,3
2844,site_54.73_12.79,Halicryptus spinulosus,4,1986,9
