,site,MMDDYYY,scientificnameaccepted,Count (Dmnless)
1365,site_54.22_12.09,5-9-2003,Phyllodoce (Anaitides) mucosa,7
1366,site_54.22_12.09,2-8-2005,Phyllodoce (Anaitides) mucosa,3
1367,site_54.22_12.09,9-19-1994,Polydora,17
1368,site_54.22_12.09,5-9-2003,Polydora (Polydora) quadrilobata,1
1369,site_54.22_12.09,2-3-1998,Polydora ciliata,15
1370,site_54.22_12.09,2-5-2002,Polydora ciliata,1
1371,site_54.22_12.09,5-9-2003,Polydora ciliata,10
1372,site_54.22_12.09,2-8-2005,Praunus flexuosus,1
1373,site_54.22_12.09,2-8-2005,Praunus inermis,1
1374,site_54.22_12.09,2-18-2000,Prostoma obscura,3
1375,site_54.22_12.09,2-13-2004,Prostoma obscura,3
1376,site_54.22_12.09,2-13-2004,Pusillina inconspicua,3
1377,site_54.22_12.09,10-28-1993,Pygospio elegans,2070
1378,site_54.22_12.09,9-19-1994,Pygospio elegans,395
1379,site_54.22_12.09,10-28-1995,Pygospio elegans,82
1380,site_54.22_12.09,6-21-1996,Pygospio elegans,316
1381,site_54.22_12.09,2-3-1998,Pygospio elegans,1265
1382,site_54.22_12.09,2-12-1999,Pygospio elegans,3
1383,site_54.22_12.09,2-18-2000,Pygospio elegans,41
1384,site_54.22_12.09,3-22-2001,Pygospio elegans,37
1385,site_54.22_12.09,2-5-2002,Pygospio elegans,167
1386,site_54.22_12.09,5-9-2003,Pygospio elegans,1878
1387,site_54.22_12.09,2-13-2004,Pygospio elegans,8
1388,site_54.22_12.09,10-28-1993,Scoloplos armiger,131
1389,site_54.22_12.09,9-19-1994,Scoloplos armiger,269
1390,site_54.22_12.09,10-28-1995,Scoloplos armiger,689
1391,site_54.22_12.09,6-21-1996,Scoloplos armiger,480
1392,site_54.22_12.09,2-3-1998,Scoloplos armiger,452
1393,site_54.22_12.09,2-12-1999,Scoloplos armiger,221
1394,site_54.22_12.09,2-18-2000,Scoloplos armiger,412
1395,site_54.22_12.09,3-22-2001,Scoloplos armiger,112
1396,site_54.22_12.09,2-5-2002,Scoloplos armiger,990
1397,site_54.22_12.09,5-9-2003,Scoloplos armiger,939
1398,site_54.22_12.09,2-13-2004,Scoloplos armiger,763
1399,site_54.22_12.09,2-8-2005,Scoloplos armiger,316
1400,site_54.22_12.09,5-9-2003,Sertularia cupressina,1
1401,site_54.22_12.09,2-3-1998,Spio goniocephala,14
1402,site_54.22_12.09,2-12-1999,Spio goniocephala,139
1403,site_54.22_12.09,2-18-2000,Spio goniocephala,34
1404,site_54.22_12.09,3-22-2001,Spio goniocephala,85
1405,site_54.22_12.09,2-5-2002,Spio goniocephala,146
1406,site_54.22_12.09,5-9-2003,Spio goniocephala,51
1407,site_54.22_12.09,2-13-2004,Spio goniocephala,23
1408,site_54.22_12.09,2-18-2000,Spio martinensis,3
1409,site_54.22_12.09,10-28-1993,Streblospio dekhuyzeni,2
1410,site_54.22_12.09,10-28-1995,Streblospio dekhuyzeni,2
1411,site_54.22_12.09,2-18-2000,Streblospio dekhuyzeni,10
1412,site_54.22_12.09,2-5-2002,Streblospio dekhuyzeni,71
1413,site_54.22_12.09,5-9-2003,Streblospio dekhuyzeni,20
1414,site_54.22_12.09,2-13-2004,Streblospio dekhuyzeni,38
1415,site_54.22_12.09,10-28-1993,Travisia forbesii,2
1416,site_54.22_12.09,9-19-1994,Travisia forbesii,7
1417,site_54.22_12.09,6-21-1996,Travisia forbesii,3
1418,site_54.22_12.09,2-12-1999,Travisia forbesii,99
1419,site_54.22_12.09,3-22-2001,Travisia forbesii,153
1420,site_54.22_12.09,2-5-2002,Travisia forbesii,34
1421,site_54.22_12.09,2-8-2005,Travisia forbesii,58
1422,site_54.22_12.09,2-18-2000,Tubifex costatus,51
1423,site_54.22_12.09,2-5-2002,Tubifex costatus,7
1424,site_54.22_12.09,2-13-2004,Tubifex costatus,8
1425,site_54.22_12.09,5-9-2003,Tubificoides benedeni,14
1426,site_54.32_11.55,5-4-1984,Abra alba,22
1427,site_54.32_11.55,10-26-1988,Abra alba,67
1428,site_54.32_11.55,10-24-1991,Abra alba,158
1429,site_54.32_11.55,10-27-1994,Abra alba,384
1430,site_54.32_11.55,10-24-1997,Abra alba,279
1431,site_54.32_11.55,4-20-1998,Abra alba,157
1432,site_54.32_11.55,10-28-1998,Abra alba,550
1433,site_54.32_11.55,4-30-1999,Abra alba,107
1434,site_54.32_11.55,8-22-2000,Abra alba,446
1435,site_54.32_11.55,10-25-2000,Abra alba,2192
1436,site_54.32_11.55,10-25-2001,Abra alba,1016
1437,site_54.32_11.55,10-14-2003,Abra alba,135
1438,site_54.32_11.55,10-30-2004,Abra alba,170
1439,site_54.32_11.55,10-16-2002,Actinia equina,3
1440,site_54.32_11.55,10-27-1994,Ampharete acutifrons,22
1441,site_54.32_11.55,10-24-1997,Ampharete acutifrons,13
1442,site_54.32_11.55,4-20-1998,Ampharete acutifrons,3
1443,site_54.32_11.55,10-25-2000,Ampharete acutifrons,3
1444,site_54.32_11.55,10-26-1988,Ampharete baltica,12
1445,site_54.32_11.55,10-28-1993,Ampharete baltica,6
1446,site_54.32_11.55,10-24-1997,Ampharete baltica,2
1447,site_54.32_11.55,10-25-2001,Ampharete baltica,13
1448,site_54.32_11.55,10-30-2004,Ampharete baltica,3
1449,site_54.32_11.55,5-15-1983,Arctica islandica,6
1450,site_54.32_11.55,5-4-1984,Arctica islandica,27
1451,site_54.32_11.55,10-24-1986,Arctica islandica,41
1452,site_54.32_11.55,10-26-1988,Arctica islandica,50
1453,site_54.32_11.55,10-26-1989,Arctica islandica,97
1454,site_54.32_11.55,10-26-1990,Arctica islandica,29
1455,site_54.32_11.55,10-24-1991,Arctica islandica,18
1456,site_54.32_11.55,10-28-1992,Arctica islandica,43
1457,site_54.32_11.55,10-28-1993,Arctica islandica,57
1458,site_54.32_11.55,10-27-1994,Arctica islandica,85
1459,site_54.32_11.55,10-27-1995,Arctica islandica,60
1460,site_54.32_11.55,10-24-1997,Arctica islandica,74
1461,site_54.32_11.55,4-20-1998,Arctica islandica,57
1462,site_54.32_11.55,10-28-1998,Arctica islandica,25
1463,site_54.32_11.55,4-30-1999,Arctica islandica,119
1464,site_54.32_11.55,8-22-2000,Arctica islandica,18
1465,site_54.32_11.55,10-25-2000,Arctica islandica,160
1466,site_54.32_11.55,10-25-2001,Arctica islandica,119
1467,site_54.32_11.55,10-16-2002,Arctica islandica,63
1468,site_54.32_11.55,10-14-2003,Arctica islandica,28
1469,site_54.32_11.55,10-30-2004,Arctica islandica,44
1470,site_54.32_11.55,4-30-1999,Asterias rubens,1
1471,site_54.32_11.55,10-25-2001,Asterias rubens,1
1472,site_54.32_11.55,10-14-2003,Balanus crenatus,1
1473,site_54.32_11.55,10-30-2004,Balanus crenatus,3
1474,site_54.32_11.55,5-15-1983,Bylgides sarsi,15
1475,site_54.32_11.55,5-4-1984,Bylgides sarsi,9
1476,site_54.32_11.55,10-26-1988,Bylgides sarsi,32
1477,site_54.32_11.55,10-26-1989,Bylgides sarsi,3
1478,site_54.32_11.55,10-26-1990,Bylgides sarsi,3
1479,site_54.32_11.55,10-24-1991,Bylgides sarsi,9
1480,site_54.32_11.55,10-27-1994,Bylgides sarsi,19
1481,site_54.32_11.55,10-27-1995,Bylgides sarsi,3
1482,site_54.32_11.55,10-24-1997,Bylgides sarsi,17
1483,site_54.32_11.55,4-20-1998,Bylgides sarsi,6
1484,site_54.32_11.55,10-28-1998,Bylgides sarsi,28
1485,site_54.32_11.55,4-30-1999,Bylgides sarsi,16
1486,site_54.32_11.55,10-25-2000,Bylgides sarsi,31
1487,site_54.32_11.55,10-25-2001,Bylgides sarsi,28
1488,site_54.32_11.55,10-14-2003,Bylgides sarsi,50
1489,site_54.32_11.55,10-30-2004,Bylgides sarsi,25
1490,site_54.32_11.55,10-14-2003,Callopora lineata,1
1491,site_54.32_11.55,5-15-1983,Capitella capitata,3
1492,site_54.32_11.55,10-26-1988,Capitella capitata,3
1493,site_54.32_11.55,10-27-1994,Capitella capitata,14
1494,site_54.32_11.55,10-14-2003,Capitella capitata,16
1495,site_54.32_11.55,10-25-2001,Cephalothrix,6
1496,site_54.32_11.55,10-26-1989,Cerastoderma glaucum,131
1497,site_54.32_11.55,10-25-2000,Cirrophorus eliasoni,3
1498,site_54.32_11.55,5-4-1984,Corbula gibba,35
1499,site_54.32_11.55,10-24-1986,Corbula gibba,61
1500,site_54.32_11.55,10-26-1988,Corbula gibba,15
1501,site_54.32_11.55,10-26-1989,Corbula gibba,3
1502,site_54.32_11.55,10-26-1990,Corbula gibba,47
1503,site_54.32_11.55,10-24-1991,Corbula gibba,58
1504,site_54.32_11.55,10-28-1992,Corbula gibba,111
1505,site_54.32_11.55,10-28-1993,Corbula gibba,31
1506,site_54.32_11.55,10-27-1994,Corbula gibba,63
1507,site_54.32_11.55,10-27-1995,Corbula gibba,13
1508,site_54.32_11.55,10-24-1997,Corbula gibba,6
1509,site_54.32_11.55,10-28-1998,Corbula gibba,6
1510,site_54.32_11.55,4-30-1999,Corbula gibba,1
1511,site_54.32_11.55,10-25-2000,Corbula gibba,3
1512,site_54.32_11.55,10-25-2001,Corbula gibba,6
1513,site_54.32_11.55,10-16-2002,Corbula gibba,1
1514,site_54.32_11.55,10-30-2004,Corbula gibba,25
1515,site_54.32_11.55,10-28-1993,Corophium volutator,3
1516,site_54.32_11.55,10-26-1990,Crangon crangon,9
1517,site_54.32_11.55,10-28-1992,Crangon crangon,2
1518,site_54.32_11.55,5-4-1984,Diastylis rathkei,40
1519,site_54.32_11.55,10-26-1988,Diastylis rathkei,24
1520,site_54.32_11.55,10-26-1989,Diastylis rathkei,30
1521,site_54.32_11.55,10-26-1990,Diastylis rathkei,94
1522,site_54.32_11.55,10-24-1991,Diastylis rathkei,6
1523,site_54.32_11.55,10-28-1992,Diastylis rathkei,11
1524,site_54.32_11.55,10-28-1993,Diastylis rathkei,9
1525,site_54.32_11.55,10-27-1994,Diastylis rathkei,104
1526,site_54.32_11.55,10-27-1995,Diastylis rathkei,31
1527,site_54.32_11.55,10-24-1997,Diastylis rathkei,1134
1528,site_54.32_11.55,4-20-1998,Diastylis rathkei,9
1529,site_54.32_11.55,10-28-1998,Diastylis rathkei,465
1530,site_54.32_11.55,4-30-1999,Diastylis rathkei,25
1531,site_54.32_11.55,8-22-2000,Diastylis rathkei,313
1532,site_54.32_11.55,10-25-2000,Diastylis rathkei,19
1533,site_54.32_11.55,10-25-2001,Diastylis rathkei,318
1534,site_54.32_11.55,10-16-2002,Diastylis rathkei,9
1535,site_54.32_11.55,10-14-2003,Diastylis rathkei,38
1536,site_54.32_11.55,10-30-2004,Diastylis rathkei,890
1537,site_54.32_11.55,10-25-2001,Electra crustulenta,1
1538,site_54.32_11.55,10-16-2002,Electra crustulenta,1
1539,site_54.32_11.55,10-14-2003,Electra crustulenta,1
1540,site_54.32_11.55,10-25-2001,Eteone flava,3
1541,site_54.32_11.55,10-24-1997,Eteone longa,2
1542,site_54.32_11.55,10-25-2000,Eteone longa,3
1543,site_54.32_11.55,10-24-1997,Euchone papillosa,8
1544,site_54.32_11.55,10-28-1998,Euchone papillosa,85
1545,site_54.32_11.55,4-30-1999,Euchone papillosa,41
1546,site_54.32_11.55,10-25-2000,Euchone papillosa,9
1547,site_54.32_11.55,10-25-2001,Euchone papillosa,13
1548,site_54.32_11.55,10-30-2004,Euchone papillosa,3
1549,site_54.32_11.55,10-25-2000,Eucratea loricata,1
1550,site_54.32_11.55,10-25-2001,Eucratea loricata,1
1551,site_54.32_11.55,10-14-2003,Eucratea loricata,1
1552,site_54.32_11.55,10-26-1989,Gastrosaccus spinifer,17
1553,site_54.32_11.55,10-28-1992,Gastrosaccus spinifer,4
1554,site_54.32_11.55,10-28-1993,Gastrosaccus spinifer,3
1555,site_54.32_11.55,10-27-1994,Gastrosaccus spinifer,6
1556,site_54.32_11.55,10-27-1995,Gastrosaccus spinifer,9
1557,site_54.32_11.55,10-24-1997,Gastrosaccus spinifer,2
1558,site_54.32_11.55,10-14-2003,Gastrosaccus spinifer,3
1559,site_54.32_11.55,10-28-1998,Gonothyraea loveni,1
1560,site_54.32_11.55,5-15-1983,Halicryptus spinulosus,50
1561,site_54.32_11.55,5-4-1984,Halicryptus spinulosus,57
1562,site_54.32_11.55,10-24-1986,Halicryptus spinulosus,6
1563,site_54.32_11.55,10-26-1988,Halicryptus spinulosus,6
1564,site_54.32_11.55,10-26-1989,Halicryptus spinulosus,3
1565,site_54.32_11.55,10-26-1990,Halicryptus spinulosus,6
1566,site_54.32_11.55,10-28-1992,Halicryptus spinulosus,4
1567,site_54.32_11.55,10-28-1993,Halicryptus spinulosus,25
1568,site_54.32_11.55,10-27-1994,Halicryptus spinulosus,22
1569,site_54.32_11.55,10-27-1995,Halicryptus spinulosus,19
1570,site_54.32_11.55,10-24-1997,Halicryptus spinulosus,9
1571,site_54.32_11.55,4-20-1998,Halicryptus spinulosus,3
1572,site_54.32_11.55,4-30-1999,Halicryptus spinulosus,3
1573,site_54.32_11.55,10-16-2002,Halicryptus spinulosus,1
1574,site_54.32_11.55,10-14-2003,Halicryptus spinulosus,28
1575,site_54.32_11.55,10-30-2004,Halicryptus spinulosus,44
1576,site_54.32_11.55,10-30-2004,Halitholus yoldiaarcticae,1
1577,site_54.32_11.55,10-30-2004,Harmothoe imbricata,1
1578,site_54.32_11.55,10-30-2004,Hartlaubella gelatinosa,1
1579,site_54.32_11.55,5-15-1983,Heteromastus filiformis,18
1580,site_54.32_11.55,5-4-1984,Heteromastus filiformis,22
1581,site_54.32_11.55,10-24-1986,Heteromastus filiformis,58
1582,site_54.32_11.55,10-26-1988,Heteromastus filiformis,182
1583,site_54.32_11.55,10-26-1989,Heteromastus filiformis,148
1584,site_54.32_11.55,10-26-1990,Heteromastus filiformis,41
1585,site_54.32_11.55,10-24-1991,Heteromastus filiformis,6
1586,site_54.32_11.55,10-27-1994,Heteromastus filiformis,31
1587,site_54.32_11.55,10-27-1995,Heteromastus filiformis,22
1588,site_54.32_11.55,10-24-1997,Heteromastus filiformis,226
1589,site_54.32_11.55,4-20-1998,Heteromastus filiformis,82
1590,site_54.32_11.55,10-28-1998,Heteromastus filiformis,148
1591,site_54.32_11.55,4-30-1999,Heteromastus filiformis,79
1592,site_54.32_11.55,8-22-2000,Heteromastus filiformis,169
1593,site_54.32_11.55,10-25-2000,Heteromastus filiformis,289
1594,site_54.32_11.55,10-25-2001,Heteromastus filiformis,252
1595,site_54.32_11.55,10-16-2002,Heteromastus filiformis,3
1596,site_54.32_11.55,10-14-2003,Heteromastus filiformis,9
1597,site_54.32_11.55,10-30-2004,Heteromastus filiformis,16
1598,site_54.32_11.55,10-28-1993,Hydrobia ulvae,25
1599,site_54.32_11.55,10-24-1997,Hydrobia ulvae,2
1600,site_54.32_11.55,10-24-1997,Idotea balthica,2
1601,site_54.32_11.55,5-15-1983,Lagis koreni,9
1602,site_54.32_11.55,5-4-1984,Lagis koreni,18
1603,site_54.32_11.55,10-26-1988,Lagis koreni,3
1604,site_54.32_11.55,10-26-1990,Lagis koreni,88
1605,site_54.32_11.55,10-24-1991,Lagis koreni,29
1606,site_54.32_11.55,10-27-1994,Lagis koreni,730
1607,site_54.32_11.55,10-24-1997,Lagis koreni,138
1608,site_54.32_11.55,4-20-1998,Lagis koreni,16
1609,site_54.32_11.55,10-28-1998,Lagis koreni,16
1610,site_54.32_11.55,10-25-2000,Lagis koreni,3
1611,site_54.32_11.55,10-25-2001,Lagis koreni,9
1612,site_54.32_11.55,10-14-2003,Lagis koreni,242
1613,site_54.32_11.55,10-30-2004,Lagis koreni,192
1614,site_54.32_11.55,10-30-2004,Lepidonotus squamatus,1
1615,site_54.32_11.55,10-26-1990,Levinsenia gracilis,3
1616,site_54.32_11.55,8-22-2000,Lineus ruber,12
1617,site_54.32_11.55,10-25-2000,Lineus ruber,3
1618,site_54.32_11.55,10-25-2001,Lineus ruber,31
1619,site_54.32_11.55,5-15-1983,Macoma balthica,3
1620,site_54.32_11.55,10-26-1988,Macoma balthica,6
1621,site_54.32_11.55,10-24-1997,Macoma balthica,36
1622,site_54.32_11.55,4-20-1998,Macoma balthica,13
1623,site_54.32_11.55,10-28-1998,Macoma balthica,35
1624,site_54.32_11.55,4-30-1999,Macoma balthica,9
1625,site_54.32_11.55,4-30-1999,Malacobdella grossa,3
1626,site_54.32_11.55,10-25-2000,Malacobdella grossa,3
1627,site_54.32_11.55,10-26-1988,Metridium senile,3
1628,site_54.32_11.55,10-25-2000,Metridium senile,1
1629,site_54.32_11.55,10-25-2001,Metridium senile,1
1630,site_54.32_11.55,10-28-1993,Microdeutopus gryllotalpa,3
1631,site_54.32_11.55,10-30-2004,Musculus marmoratus,1
1632,site_54.32_11.55,10-26-1990,Mya arenaria,9
1633,site_54.32_11.55,10-27-1994,Mya arenaria,6
1634,site_54.32_11.55,10-30-2004,Mya arenaria,1
1635,site_54.32_11.55,10-25-2000,Mya truncata,3
1636,site_54.32_11.55,10-26-1989,Mysella bidentata,33
1637,site_54.32_11.55,10-26-1990,Mysella bidentata,9
1638,site_54.32_11.55,10-28-1993,Mysella bidentata,3
1639,site_54.32_11.55,10-25-2001,Mysella bidentata,22
1640,site_54.32_11.55,10-30-2004,Mysella bidentata,145
1641,site_54.32_11.55,5-15-1983,Mysis mixta,3
1642,site_54.32_11.55,10-24-1991,Mytilus edulis,3
1643,site_54.32_11.55,10-28-1993,Mytilus edulis,3
1644,site_54.32_11.55,10-27-1994,Mytilus edulis,3
1645,site_54.32_11.55,4-20-1998,Mytilus edulis,3
1646,site_54.32_11.55,10-14-2003,Mytilus edulis,1
1647,site_54.32_11.55,10-30-2004,Mytilus edulis,1
1648,site_54.32_11.55,10-24-1997,Nemertina,8
1649,site_54.32_11.55,4-20-1998,Nemertina,9
1650,site_54.32_11.55,8-22-2000,Nemertina,6
1651,site_54.32_11.55,10-25-2000,Nemertina,3
1652,site_54.32_11.55,10-30-2004,Nemertina,9
1653,site_54.32_11.55,10-26-1989,Nephtys,3
1654,site_54.32_11.55,10-26-1990,Nephtys,3
1655,site_54.32_11.55,10-28-1993,Nephtys caeca,3
1656,site_54.32_11.55,8-22-2000,Nephtys caeca,6
1657,site_54.32_11.55,10-25-2001,Nephtys caeca,6
1658,site_54.32_11.55,5-4-1984,Nephtys ciliata,5
1659,site_54.32_11.55,10-24-1997,Nephtys ciliata,9
1660,site_54.32_11.55,4-20-1998,Nephtys ciliata,9
1661,site_54.32_11.55,10-28-1998,Nephtys ciliata,16
1662,site_54.32_11.55,4-30-1999,Nephtys ciliata,19
1663,site_54.32_11.55,8-22-2000,Nephtys ciliata,6
1664,site_54.32_11.55,10-25-2000,Nephtys ciliata,3
1665,site_54.32_11.55,10-25-2001,Nephtys ciliata,6
1666,site_54.32_11.55,10-30-2004,Nephtys ciliata,6
1667,site_54.32_11.55,10-24-1986,Nephtys hombergii,9
1668,site_54.32_11.55,10-26-1988,Nephtys hombergii,12
1669,site_54.32_11.55,10-26-1989,Nephtys hombergii,20
1670,site_54.32_11.55,10-26-1990,Nephtys hombergii,15
1671,site_54.32_11.55,10-24-1991,Nephtys hombergii,26
1672,site_54.32_11.55,10-27-1994,Nephtys hombergii,19
1673,site_54.32_11.55,10-27-1995,Nephtys hombergii,6
1674,site_54.32_11.55,10-24-1997,Nephtys hombergii,26
1675,site_54.32_11.55,4-20-1998,Nephtys hombergii,3
1676,site_54.32_11.55,10-28-1998,Nephtys hombergii,6
1677,site_54.32_11.55,4-30-1999,Nephtys hombergii,3
1678,site_54.32_11.55,10-25-2000,Nephtys hombergii,9
1679,site_54.32_11.55,10-25-2001,Nephtys hombergii,16
1680,site_54.32_11.55,10-30-2004,Nephtys hombergii,38
1681,site_54.32_11.55,10-30-2004,Nereimyra punctata,1
1682,site_54.32_11.55,10-24-1991,Oligochaeta,3
1683,site_54.32_11.55,10-30-2004,Oligochaeta,3
1684,site_54.32_11.55,10-28-1998,Opercularella pumila,1
1685,site_54.32_11.55,4-30-1999,Opercularella pumila,1
1686,site_54.32_11.55,8-22-2000,Ophiura albida,6
1687,site_54.32_11.55,10-25-2000,Ophiura albida,16
1688,site_54.32_11.55,10-25-2001,Ophiura albida,6
1689,site_54.32_11.55,10-30-2004,Ophiura albida,50
1690,site_54.32_11.55,5-15-1983,Paraonis fulgens,3
1691,site_54.32_11.55,5-4-1984,Paraonis fulgens,5
1692,site_54.32_11.55,10-27-1995,Paraonis fulgens,6
1693,site_54.32_11.55,10-24-1997,Paraonis fulgens,6
1694,site_54.32_11.55,4-30-1999,Paraonis fulgens,3
1695,site_54.32_11.55,10-30-2004,Paraonis fulgens,6
1696,site_54.32_11.55,10-24-1997,Parvicardium ovale,2
1697,site_54.32_11.55,10-25-2001,Parvicardium ovale,3
1698,site_54.32_11.55,10-30-2004,Parvicardium ovale,3
1699,site_54.32_11.55,5-4-1984,Phaxas pellucidus,5
1700,site_54.32_11.55,10-30-2004,Phaxas pellucidus,3
1701,site_54.32_11.55,10-24-1997,Pherusa plumosa,6
1702,site_54.32_11.55,8-22-2000,Pherusa plumosa,6
1703,site_54.32_11.55,10-25-2000,Pherusa plumosa,13
1704,site_54.32_11.55,10-25-2001,Pherusa plumosa,1
1705,site_54.32_11.55,10-14-2003,Pherusa plumosa,6
1706,site_54.32_11.55,10-30-2004,Pherusa plumosa,1
1707,site_54.32_11.55,10-30-2004,Philine aperta,1
1708,site_54.32_11.55,5-15-1983,Pholoe,15
1709,site_54.32_11.55,10-26-1988,Pholoe,17
1710,site_54.32_11.55,10-26-1989,Pholoe,3
1711,site_54.32_11.55,10-24-1997,Pholoe assimilis,6
1712,site_54.32_11.55,4-20-1998,Pholoe assimilis,3
1713,site_54.32_11.55,8-22-2000,Pholoe assimilis,12
1714,site_54.32_11.55,10-25-2000,Pholoe assimilis,6
1715,site_54.32_11.55,10-25-2001,Pholoe assimilis,22
1716,site_54.32_11.55,10-30-2004,Pholoe assimilis,9
1717,site_54.32_11.55,4-20-1998,Pholoe baltica,3
1718,site_54.32_11.55,10-28-1998,Pholoe baltica,6
1719,site_54.32_11.55,10-30-2004,Pholoe baltica,6
1720,site_54.32_11.55,10-25-2000,Pholoe inornata,3
1721,site_54.32_11.55,10-30-2004,Phyllodoce (Anaitides) maculata,1
1722,site_54.32_11.55,10-27-1994,Phyllodoce (Anaitides) mucosa,16
1723,site_54.32_11.55,10-24-1997,Phyllodoce (Anaitides) mucosa,15
1724,site_54.32_11.55,4-20-1998,Phyllodoce (Anaitides) mucosa,3
1725,site_54.32_11.55,4-30-1999,Phyllodoce (Anaitides) mucosa,1
1726,site_54.32_11.55,10-14-2003,Phyllodoce (Anaitides) mucosa,1
1727,site_54.32_11.55,10-30-2004,Phyllodoce (Anaitides) mucosa,6
1728,site_54.32_11.55,10-28-1992,Polydora,319
1729,site_54.32_11.55,10-28-1993,Polydora,160
1730,site_54.32_11.55,5-4-1984,Polydora (Polydora) quadrilobata,5
1731,site_54.32_11.55,10-26-1988,Polydora (Polydora) quadrilobata,3
1732,site_54.32_11.55,10-26-1990,Polydora (Polydora) quadrilobata,6
1733,site_54.32_11.55,10-27-1995,Polydora (Polydora) quadrilobata,3
1734,site_54.32_11.55,10-24-1997,Polydora (Polydora) quadrilobata,13
1735,site_54.32_11.55,4-20-1998,Polydora (Polydora) quadrilobata,3
1736,site_54.32_11.55,10-28-1998,Polydora (Polydora) quadrilobata,13
1737,site_54.32_11.55,10-25-2000,Polydora (Polydora) quadrilobata,6
1738,site_54.32_11.55,10-25-2001,Polydora (Polydora) quadrilobata,6
1739,site_54.32_11.55,10-14-2003,Polydora (Polydora) quadrilobata,19
1740,site_54.32_11.55,10-30-2004,Polydora (Polydora) quadrilobata,6
1741,site_54.32_11.55,10-14-2003,Polydora caulleryi,16
1742,site_54.32_11.55,10-26-1989,Polydora ciliata,185
1743,site_54.32_11.55,10-26-1990,Polydora ciliata,9
1744,site_54.32_11.55,10-27-1994,Polydora ciliata,138
1745,site_54.32_11.55,10-27-1995,Polydora ciliata,66
1746,site_54.32_11.55,10-28-1998,Polydora ciliata,6
1747,site_54.32_11.55,10-14-2003,Polydora ciliata,1
1748,site_54.32_11.55,10-24-1997,Pontoporeia femorata,13
1749,site_54.32_11.55,10-28-1998,Pontoporeia femorata,3
1750,site_54.32_11.55,5-15-1983,Priapulus caudatus,32
1751,site_54.32_11.55,5-4-1984,Priapulus caudatus,5
1752,site_54.32_11.55,10-26-1988,Priapulus caudatus,3
1753,site_54.32_11.55,10-26-1989,Priapulus caudatus,3
1754,site_54.32_11.55,10-14-2003,Priapulus caudatus,13
1755,site_54.32_11.55,10-25-2001,Pseudopolydora antennata,19
1756,site_54.32_11.55,10-30-2004,Pseudopolydora antennata,1
1757,site_54.32_11.55,10-14-2003,Pseudopolydora pulchra,3
1758,site_54.32_11.55,10-28-1993,Pygospio elegans,9
1759,site_54.32_11.55,10-28-1992,Saduria entomon,2
1760,site_54.32_11.55,10-28-1998,Scalibregma inflatum,3
1761,site_54.32_11.55,8-22-2000,Scalibregma inflatum,12
1762,site_54.32_11.55,10-25-2001,Scalibregma inflatum,3
1763,site_54.32_11.55,10-30-2004,Scalibregma inflatum,50
1764,site_54.32_11.55,10-26-1988,Scoloplos armiger,38
1765,site_54.32_11.55,10-27-1994,Scoloplos armiger,25
1766,site_54.32_11.55,10-24-1997,Scoloplos armiger,155
1767,site_54.32_11.55,4-20-1998,Scoloplos armiger,19
1768,site_54.32_11.55,10-28-1998,Scoloplos armiger,31
1769,site_54.32_11.55,8-22-2000,Scoloplos armiger,6
1770,site_54.32_11.55,10-25-2000,Scoloplos armiger,22
1771,site_54.32_11.55,10-25-2001,Scoloplos armiger,88
1772,site_54.32_11.55,10-14-2003,Scoloplos armiger,13
1773,site_54.32_11.55,10-30-2004,Scoloplos armiger,35
