,site,scientificnameaccepted,yearcollected,Count (Dmnless)
2550,site_54.73_12.79,Nemertina,1982,3
2551,site_54.73_12.79,Nemertina,1984,5
2552,site_54.73_12.79,Nemertina,1994,3
2553,site_54.73_12.79,Nemertina,1995,3
2554,site_54.73_12.79,Nemertina,1997,7
2555,site_54.73_12.79,Nemertina,1998,1
2556,site_54.73_12.79,Nemertina,1999,3
2557,site_54.73_12.79,Nemertina,2000,17
2558,site_54.73_12.79,Nemertina,2001,37
2559,site_54.73_12.79,Nemertina,2002,54
2560,site_54.73_12.79,Nemertina,2003,48
2561,site_54.73_12.79,Nemertina,2004,24
2562,site_54.73_12.79,Neomysis integer,1982,3
2563,site_54.73_12.79,Neomysis integer,1994,3
2564,site_54.73_12.79,Neomysis integer,2001,3
2565,site_54.73_12.79,Neomysis integer,2004,1
2566,site_54.73_12.79,Nephtys caeca,2004,3
2567,site_54.73_12.79,Nymphon brevirostre,2003,1
2568,site_54.73_12.79,Odostomia rissoides,1998,1
2569,site_54.73_12.79,Odostomia rissoides,2003,3
2570,site_54.73_12.79,Odostomia rissoides,2004,3
2571,site_54.73_12.79,Oligochaeta,1982,6
2572,site_54.73_12.79,Oligochaeta,1983,3
2573,site_54.73_12.79,Oligochaeta,1989,20
2574,site_54.73_12.79,Oligochaeta,1990,12
2575,site_54.73_12.79,Oligochaeta,1991,20
2576,site_54.73_12.79,Oligochaeta,1992,48
2577,site_54.73_12.79,Oligochaeta,1993,182
2578,site_54.73_12.79,Oligochaeta,1994,177
2579,site_54.73_12.79,Oligochaeta,1995,219
2580,site_54.73_12.79,Oligochaeta,1997,361
2581,site_54.73_12.79,Opercularella lacerata,1999,1
2582,site_54.73_12.79,Opercularella lacerata,2000,1
2583,site_54.73_12.79,Opercularella lacerata,2001,1
2584,site_54.73_12.79,Ophelia limacina,1997,3
2585,site_54.73_12.79,Palaemon elegans,2002,1
2586,site_54.73_12.79,Parvicardium ovale,2003,14
2587,site_54.73_12.79,Phoxocephalus holbolli,1980,23
2588,site_54.73_12.79,Phoxocephalus holbolli,1981,120
2589,site_54.73_12.79,Phoxocephalus holbolli,1984,106
2590,site_54.73_12.79,Phyllodoce,1995,2
2591,site_54.73_12.79,Phyllodoce (Anaitides) maculata,1994,3
2592,site_54.73_12.79,Phyllodoce (Anaitides) mucosa,1997,7
2593,site_54.73_12.79,Phyllodoce (Anaitides) mucosa,2001,3
2594,site_54.73_12.79,Phyllodoce (Anaitides) mucosa,2002,303
2595,site_54.73_12.79,Phyllodoce (Anaitides) mucosa,2003,102
2596,site_54.73_12.79,Polydora (Polydora) quadrilobata,1984,9
2597,site_54.73_12.79,Polydora (Polydora) quadrilobata,1999,14
2598,site_54.73_12.79,Polydora (Polydora) quadrilobata,2000,7
2599,site_54.73_12.79,Polydora (Polydora) quadrilobata,2001,10
2600,site_54.73_12.79,Polydora (Polydora) quadrilobata,2002,20
2601,site_54.73_12.79,Polydora (Polydora) quadrilobata,2003,3
2602,site_54.73_12.79,Polydora (Polydora) quadrilobata,2004,3
2603,site_54.73_12.79,Polydora ciliata,1994,14
2604,site_54.73_12.79,Polydora ciliata,1995,31
2605,site_54.73_12.79,Polydora ciliata,1998,10
2606,site_54.73_12.79,Polydora ciliata,1999,3
2607,site_54.73_12.79,Pontoporeia femorata,1995,2
2608,site_54.73_12.79,Pontoporeia femorata,2001,3
2609,site_54.73_12.79,Priapulus caudatus,1995,2
2610,site_54.73_12.79,Prostoma obscura,2000,3
2611,site_54.73_12.79,Prostoma obscura,2001,20
2612,site_54.73_12.79,Prostoma obscura,2002,24
2613,site_54.73_12.79,Prostoma obscura,2003,24
2614,site_54.73_12.79,Pseudopolydora pulchra,1997,3
2615,site_54.73_12.79,Pusillina inconspicua,1997,3
2616,site_54.73_12.79,Pygospio elegans,1980,64
2617,site_54.73_12.79,Pygospio elegans,1981,24
2618,site_54.73_12.79,Pygospio elegans,1982,193
2619,site_54.73_12.79,Pygospio elegans,1983,82
2620,site_54.73_12.79,Pygospio elegans,1986,198
2621,site_54.73_12.79,Pygospio elegans,1987,164
2622,site_54.73_12.79,Pygospio elegans,1989,91
2623,site_54.73_12.79,Pygospio elegans,1991,31
2624,site_54.73_12.79,Pygospio elegans,1992,449
2625,site_54.73_12.79,Pygospio elegans,1993,1392
2626,site_54.73_12.79,Pygospio elegans,1994,3663
2627,site_54.73_12.79,Pygospio elegans,1995,2187
2628,site_54.73_12.79,Pygospio elegans,1997,2701
2629,site_54.73_12.79,Pygospio elegans,1998,1391
2630,site_54.73_12.79,Pygospio elegans,1999,476
2631,site_54.73_12.79,Pygospio elegans,2000,724
2632,site_54.73_12.79,Pygospio elegans,2001,816
2633,site_54.73_12.79,Pygospio elegans,2002,371
2634,site_54.73_12.79,Pygospio elegans,2004,14
2635,site_54.73_12.79,Retusa obtusa,2003,7
2636,site_54.73_12.79,Retusa obtusa,2004,14
2637,site_54.73_12.79,Retusa truncatula,2003,14
2638,site_54.73_12.79,Retusa truncatula,2004,3
2639,site_54.73_12.79,Saduria entomon,1994,3
2640,site_54.73_12.79,Saduria entomon,1998,1
2641,site_54.73_12.79,Scoloplos armiger,1980,158
2642,site_54.73_12.79,Scoloplos armiger,1981,173
2643,site_54.73_12.79,Scoloplos armiger,1982,6
2644,site_54.73_12.79,Scoloplos armiger,1984,66
2645,site_54.73_12.79,Scoloplos armiger,1986,40
2646,site_54.73_12.79,Scoloplos armiger,1987,41
2647,site_54.73_12.79,Scoloplos armiger,1989,3
2648,site_54.73_12.79,Scoloplos armiger,1990,6
2649,site_54.73_12.79,Scoloplos armiger,1991,24
2650,site_54.73_12.79,Scoloplos armiger,1992,120
2651,site_54.73_12.79,Scoloplos armiger,1993,618
2652,site_54.73_12.79,Scoloplos armiger,1994,718
2653,site_54.73_12.79,Scoloplos armiger,1995,364
2654,site_54.73_12.79,Scoloplos armiger,1997,738
2655,site_54.73_12.79,Scoloplos armiger,1998,554
2656,site_54.73_12.79,Scoloplos armiger,1999,520
2657,site_54.73_12.79,Scoloplos armiger,2000,510
2658,site_54.73_12.79,Scoloplos armiger,2001,374
2659,site_54.73_12.79,Scoloplos armiger,2002,24
2660,site_54.73_12.79,Scoloplos armiger,2003,173
2661,site_54.73_12.79,Scoloplos armiger,2004,187
2662,site_54.73_12.79,Spio filicornis,1983,3
2663,site_54.73_12.79,Spio filicornis,1986,163
2664,site_54.73_12.79,Spio goniocephala,1997,432
2665,site_54.73_12.79,Spio goniocephala,1998,61
2666,site_54.73_12.79,Spio goniocephala,1999,24
2667,site_54.73_12.79,Spio goniocephala,2000,17
2668,site_54.73_12.79,Spio goniocephala,2001,136
2669,site_54.73_12.79,Spio goniocephala,2002,34
2670,site_54.73_12.79,Spio goniocephala,2003,75
2671,site_54.73_12.79,Spio goniocephala,2004,48
2672,site_54.73_12.79,Streptosyllis websteri,1993,2
2673,site_54.73_12.79,Terebellides stroemii,1999,3
2674,site_54.73_12.79,Travisia forbesii,1980,50
2675,site_54.73_12.79,Travisia forbesii,1981,32
2676,site_54.73_12.79,Travisia forbesii,2000,3
2677,site_54.73_12.79,Travisia forbesii,2001,37
2678,site_54.73_12.79,Travisia forbesii,2002,71
2679,site_54.73_12.79,Travisia forbesii,2003,58
2680,site_54.73_12.79,Travisia forbesii,2004,58
2681,site_54.73_12.79,Tubifex costatus,1998,201
2682,site_54.73_12.79,Tubifex costatus,1999,10
2683,site_54.73_12.79,Tubifex costatus,2000,34
2684,site_54.73_12.79,Tubifex costatus,2001,48
2685,site_54.73_12.79,Tubifex costatus,2002,88
2686,site_54.73_12.79,Tubifex costatus,2003,10
2687,site_54.73_12.79,Tubifex costatus,2004,3
2688,site_54.73_12.79,Tubificoides benedeni,1998,20
2689,site_54.73_12.79,Tubificoides benedeni,2000,10
2690,site_54.73_12.79,Tubificoides benedeni,2001,17
2691,site_54.73_12.79,Tubificoides benedeni,2002,27
2692,site_54.73_12.79,Tubificoides benedeni,2003,14
2693,site_54.73_12.79,Tubificoides benedeni,2004,10
2694,site_54.93_13.5,Ampharete acutifrons,1999,22
2695,site_54.93_13.5,Ampharete acutifrons,2001,37
2696,site_54.93_13.5,Ampharete baltica,1983,3
2697,site_54.93_13.5,Ampharete baltica,1999,79
2698,site_54.93_13.5,Arctica islandica,1988,6
2699,site_54.93_13.5,Arctica islandica,1989,17
2700,site_54.93_13.5,Arctica islandica,1991,3
2701,site_54.93_13.5,Arctica islandica,1992,3
2702,site_54.93_13.5,Arctica islandica,1993,15
2703,site_54.93_13.5,Arctica islandica,1994,13
2704,site_54.93_13.5,Arctica islandica,1995,9
2705,site_54.93_13.5,Arctica islandica,1999,28
2706,site_54.93_13.5,Arctica islandica,2001,27
2707,site_54.93_13.5,Aricidea suecica,1983,18
2708,site_54.93_13.5,Bylgides sarsi,1983,35
2709,site_54.93_13.5,Bylgides sarsi,1989,13
2710,site_54.93_13.5,Bylgides sarsi,1990,6
2711,site_54.93_13.5,Bylgides sarsi,1991,15
2712,site_54.93_13.5,Bylgides sarsi,1993,20
2713,site_54.93_13.5,Bylgides sarsi,1994,12
2714,site_54.93_13.5,Bylgides sarsi,1999,41
2715,site_54.93_13.5,Bylgides sarsi,2001,24
2716,site_54.93_13.5,Capitella capitata,1983,97
2717,site_54.93_13.5,Capitella capitata,1989,24
2718,site_54.93_13.5,Capitella capitata,1990,6
2719,site_54.93_13.5,Capitella capitata,1991,26
2720,site_54.93_13.5,Capitella capitata,1993,12
2721,site_54.93_13.5,Capitella capitata,1994,70
2722,site_54.93_13.5,Capitella capitata,1995,9
2723,site_54.93_13.5,Diastylis rathkei,1983,6
2724,site_54.93_13.5,Diastylis rathkei,1990,53
2725,site_54.93_13.5,Diastylis rathkei,1991,158
2726,site_54.93_13.5,Diastylis rathkei,1993,70
2727,site_54.93_13.5,Diastylis rathkei,1994,6
2728,site_54.93_13.5,Diastylis rathkei,1995,25
2729,site_54.93_13.5,Diastylis rathkei,1999,1833
2730,site_54.93_13.5,Diastylis rathkei,2001,27
2731,site_54.93_13.5,Halicryptus spinulosus,1983,15
2732,site_54.93_13.5,Halicryptus spinulosus,1988,6
2733,site_54.93_13.5,Halicryptus spinulosus,1989,10
2734,site_54.93_13.5,Halicryptus spinulosus,1994,9
2735,site_54.93_13.5,Halicryptus spinulosus,1999,3
2736,site_54.93_13.5,Halicryptus spinulosus,2001,3
2737,site_54.93_13.5,Heteromastus filiformis,1983,12
2738,site_54.93_13.5,Heteromastus filiformis,1989,3
2739,site_54.93_13.5,Heteromastus filiformis,1990,3
2740,site_54.93_13.5,Heteromastus filiformis,1991,3
2741,site_54.93_13.5,Heteromastus filiformis,1995,6
2742,site_54.93_13.5,Heteromastus filiformis,1999,5
2743,site_54.93_13.5,Hydrobia ulvae,1983,3
2744,site_54.93_13.5,Hydrobia ulvae,1993,35
2745,site_54.93_13.5,Macoma balthica,1983,9
2746,site_54.93_13.5,Macoma balthica,1989,3
2747,site_54.93_13.5,Macoma balthica,1994,12
2748,site_54.93_13.5,Macoma balthica,1995,38
2749,site_54.93_13.5,Macoma balthica,1999,116
2750,site_54.93_13.5,Macoma balthica,2001,7
2751,site_54.93_13.5,Mya arenaria,1989,7
2752,site_54.93_13.5,Mya arenaria,1994,3
2753,site_54.93_13.5,Mytilus edulis,1999,3
2754,site_54.93_13.5,Nephtys hombergii,1999,3
2755,site_54.93_13.5,Pholoe assimilis,1999,3
2756,site_54.93_13.5,Pholoe inornata,1999,6
2757,site_54.93_13.5,Phyllodoce (Anaitides) maculata,1983,3
2758,site_54.93_13.5,Polydora (Polydora) quadrilobata,1983,9
2759,site_54.93_13.5,Polydora (Polydora) quadrilobata,1995,13
2760,site_54.93_13.5,Polydora (Polydora) quadrilobata,1999,176
2761,site_54.93_13.5,Polydora (Polydora) quadrilobata,2001,3
2762,site_54.93_13.5,Polydora ciliata,1994,67
2763,site_54.93_13.5,Polydora ciliata,1995,9
2764,site_54.93_13.5,Polydora cornuta,1993,35
2765,site_54.93_13.5,Pontoporeia femorata,1983,6
2766,site_54.93_13.5,Pontoporeia femorata,1995,3
2767,site_54.93_13.5,Pontoporeia femorata,1999,179
2768,site_54.93_13.5,Priapulus caudatus,1991,9
2769,site_54.93_13.5,Priapulus caudatus,1995,6
2770,site_54.93_13.5,Pygospio elegans,1994,3
2771,site_54.93_13.5,Pygospio elegans,1999,3
2772,site_54.93_13.5,Scoloplos armiger,1983,76
2773,site_54.93_13.5,Scoloplos armiger,1989,104
2774,site_54.93_13.5,Scoloplos armiger,1990,150
2775,site_54.93_13.5,Scoloplos armiger,1991,202
2776,site_54.93_13.5,Scoloplos armiger,1993,102
2777,site_54.93_13.5,Scoloplos armiger,1994,313
2778,site_54.93_13.5,Scoloplos armiger,1995,270
2779,site_54.93_13.5,Scoloplos armiger,1999,154
2780,site_54.93_13.5,Scoloplos armiger,2001,167
2781,site_54.93_13.5,Trochochaeta multisetosa,1993,3
2782,site_54.93_13.5,Trochochaeta multisetosa,1994,3
2783,site_54.93_13.5,Trochochaeta multisetosa,1999,3
2784,site_55.0_14.08,Abra alba,2004,16
2785,site_55.0_14.08,Alcyonidium polyoum,2001,1
2786,site_55.0_14.08,Ampharete acutifrons,1980,3
2787,site_55.0_14.08,Ampharete acutifrons,1998,126
2788,site_55.0_14.08,Ampharete acutifrons,2000,6
2789,site_55.0_14.08,Ampharete acutifrons,2001,7
2790,site_55.0_14.08,Ampharete acutifrons,2002,13
2791,site_55.0_14.08,Ampharete acutifrons,2003,1
2792,site_55.0_14.08,Ampharete baltica,1982,3
2793,site_55.0_14.08,Arctica islandica,1980,21
2794,site_55.0_14.08,Arctica islandica,1981,3
2795,site_55.0_14.08,Arctica islandica,1984,14
2796,site_55.0_14.08,Arctica islandica,1986,15
2797,site_55.0_14.08,Arctica islandica,1987,3
2798,site_55.0_14.08,Arctica islandica,1991,3
2799,site_55.0_14.08,Arctica islandica,1995,3
2800,site_55.0_14.08,Arctica islandica,1998,6
2801,site_55.0_14.08,Arctica islandica,2000,3
2802,site_55.0_14.08,Arctica islandica,2001,7
2803,site_55.0_14.08,Arctica islandica,2002,1
2804,site_55.0_14.08,Arctica islandica,2003,1
2805,site_55.0_14.08,Arctica islandica,2004,16
2806,site_55.0_14.08,Aricidea suecica,1980,62
2807,site_55.0_14.08,Aricidea suecica,1982,15
2808,site_55.0_14.08,Astarte borealis,2003,1
2809,site_55.0_14.08,Astarte borealis,2004,1
2810,site_55.0_14.08,Astarte elliptica,1982,3
2811,site_55.0_14.08,Astarte elliptica,1983,3
2812,site_55.0_14.08,Astarte elliptica,1984,27
2813,site_55.0_14.08,Astarte elliptica,1986,32
2814,site_55.0_14.08,Astarte elliptica,1998,1
2815,site_55.0_14.08,Astarte elliptica,2001,1
2816,site_55.0_14.08,Bylgides sarsi,1980,161
2817,site_55.0_14.08,Bylgides sarsi,1982,18
2818,site_55.0_14.08,Bylgides sarsi,1987,18
2819,site_55.0_14.08,Bylgides sarsi,1989,9
2820,site_55.0_14.08,Bylgides sarsi,1991,9
2821,site_55.0_14.08,Bylgides sarsi,1993,25
2822,site_55.0_14.08,Bylgides sarsi,1994,13
2823,site_55.0_14.08,Bylgides sarsi,1997,13
2824,site_55.0_14.08,Bylgides sarsi,1998,28
2825,site_55.0_14.08,Bylgides sarsi,2000,16
2826,site_55.0_14.08,Bylgides sarsi,2001,9
2827,site_55.0_14.08,Bylgides sarsi,2002,19
2828,site_55.0_14.08,Bylgides sarsi,2003,44
2829,site_55.0_14.08,Bylgides sarsi,2004,3
2830,site_55.0_14.08,Capitella capitata,1980,3
2831,site_55.0_14.08,Capitella capitata,1982,21
2832,site_55.0_14.08,Capitella capitata,1983,26
2833,site_55.0_14.08,Capitella capitata,1986,6
2834,site_55.0_14.08,Capitella capitata,1990,15
2835,site_55.0_14.08,Capitella capitata,1995,6
2836,site_55.0_14.08,Capitella capitata,2003,3
2837,site_55.0_14.08,Corbula gibba,1998,3
2838,site_55.0_14.08,Crangon crangon,1990,3
2839,site_55.0_14.08,Crangon crangon,2004,1
2840,site_55.0_14.08,Diastylis rathkei,1980,668
2841,site_55.0_14.08,Diastylis rathkei,1986,9
2842,site_55.0_14.08,Diastylis rathkei,1987,6
2843,site_55.0_14.08,Diastylis rathkei,1990,38
2844,site_55.0_14.08,Diastylis rathkei,1991,75
2845,site_55.0_14.08,Diastylis rathkei,1994,3
2846,site_55.0_14.08,Diastylis rathkei,1995,13
2847,site_55.0_14.08,Diastylis rathkei,1997,155
2848,site_55.0_14.08,Diastylis rathkei,1998,85
2849,site_55.0_14.08,Diastylis rathkei,2000,13
2850,site_55.0_14.08,Diastylis rathkei,2001,137
2851,site_55.0_14.08,Diastylis rathkei,2002,16
2852,site_55.0_14.08,Diastylis rathkei,2003,135
2853,site_55.0_14.08,Diastylis rathkei,2004,192
2854,site_55.0_14.08,Electra crustulenta,2002,1
2855,site_55.0_14.08,Electra crustulenta,2003,1
2856,site_55.0_14.08,Eteone longa,2003,3
2857,site_55.0_14.08,Eucratea loricata,2001,1
2858,site_55.0_14.08,Eucratea loricata,2003,1
2859,site_55.0_14.08,Eulalia bilineata,2003,3
2860,site_55.0_14.08,Halcampa duodecimcirrata,1983,3
2861,site_55.0_14.08,Halicryptus spinulosus,1982,6
2862,site_55.0_14.08,Halicryptus spinulosus,1984,5
2863,site_55.0_14.08,Halicryptus spinulosus,1986,3
2864,site_55.0_14.08,Halicryptus spinulosus,1991,13
2865,site_55.0_14.08,Halicryptus spinulosus,1994,6
2866,site_55.0_14.08,Halicryptus spinulosus,1997,4
2867,site_55.0_14.08,Halicryptus spinulosus,1998,13
2868,site_55.0_14.08,Halicryptus spinulosus,2000,6
2869,site_55.0_14.08,Halicryptus spinulosus,2001,2
2870,site_55.0_14.08,Halicryptus spinulosus,2002,3
2871,site_55.0_14.08,Halicryptus spinulosus,2003,1
2872,site_55.0_14.08,Halicryptus spinulosus,2004,3
2873,site_55.0_14.08,Heteromastus filiformis,1980,56
2874,site_55.0_14.08,Heteromastus filiformis,1983,3
2875,site_55.0_14.08,Heteromastus filiformis,1984,5
2876,site_55.0_14.08,Heteromastus filiformis,1986,9
2877,site_55.0_14.08,Heteromastus filiformis,1987,3
2878,site_55.0_14.08,Heteromastus filiformis,1994,16
2879,site_55.0_14.08,Heteromastus filiformis,1997,4
2880,site_55.0_14.08,Heteromastus filiformis,1998,3
2881,site_55.0_14.08,Heteromastus filiformis,2000,9
2882,site_55.0_14.08,Heteromastus filiformis,2001,5
2883,site_55.0_14.08,Heteromastus filiformis,2002,16
2884,site_55.0_14.08,Heteromastus filiformis,2003,3
2885,site_55.0_14.08,Hydrobia ulvae,1993,19
2886,site_55.0_14.08,Hydrobia ulvae,1998,3
2887,site_55.0_14.08,Lagis koreni,2002,1
2888,site_55.0_14.08,Levinsenia gracilis,1980,62
2889,site_55.0_14.08,Macoma balthica,1980,162
2890,site_55.0_14.08,Macoma balthica,1981,76
2891,site_55.0_14.08,Macoma balthica,1982,20
2892,site_55.0_14.08,Macoma balthica,1983,6
2893,site_55.0_14.08,Macoma balthica,1987,15
2894,site_55.0_14.08,Macoma balthica,1989,3
2895,site_55.0_14.08,Macoma balthica,1990,6
2896,site_55.0_14.08,Macoma balthica,1991,31
2897,site_55.0_14.08,Macoma balthica,1993,6
2898,site_55.0_14.08,Macoma balthica,1995,3
2899,site_55.0_14.08,Macoma balthica,1997,11
2900,site_55.0_14.08,Macoma balthica,1998,19
2901,site_55.0_14.08,Macoma balthica,2000,3
2902,site_55.0_14.08,Macoma balthica,2001,28
2903,site_55.0_14.08,Macoma balthica,2002,28
2904,site_55.0_14.08,Macoma balthica,2003,57
2905,site_55.0_14.08,Macoma balthica,2004,38
2906,site_55.0_14.08,Musculus discors,2003,1
2907,site_55.0_14.08,Mysella bidentata,1990,3
2908,site_55.0_14.08,Mysis mixta,1982,3
2909,site_55.0_14.08,Mysis mixta,1995,9
2910,site_55.0_14.08,Mysis mixta,1998,1
2911,site_55.0_14.08,Mytilus edulis,1982,6
2912,site_55.0_14.08,Mytilus edulis,1997,2
2913,site_55.0_14.08,Mytilus edulis,1998,1
2914,site_55.0_14.08,Mytilus edulis,2001,1
2915,site_55.0_14.08,Mytilus edulis,2002,6
2916,site_55.0_14.08,Mytilus edulis,2003,1
2917,site_55.0_14.08,Mytilus edulis,2004,1
2918,site_55.0_14.08,Neomysis integer,1987,3
2919,site_55.0_14.08,Neomysis integer,1990,3
2920,site_55.0_14.08,Neomysis integer,2002,6
2921,site_55.0_14.08,Neomysis integer,2004,1
2922,site_55.0_14.08,Nephtys,1980,6
2923,site_55.0_14.08,Nephtys,1981,6
2924,site_55.0_14.08,Nephtys ciliata,1998,1
2925,site_55.0_14.08,Nephtys ciliata,2004,25
2926,site_55.0_14.08,Nephtys hombergii,1998,1
2927,site_55.0_14.08,Nephtys hombergii,2001,2
2928,site_55.0_14.08,Nephtys hombergii,2002,6
2929,site_55.0_14.08,Nephtys hombergii,2003,3
2930,site_55.0_14.08,Nephtys hombergii,2004,16
2931,site_55.0_14.08,Oligochaeta,1995,3
2932,site_55.0_14.08,Phyllodoce (Anaitides) mucosa,1997,2
2933,site_55.0_14.08,Phyllodoce (Anaitides) mucosa,2003,6
2934,site_55.0_14.08,Polydora,1993,13
2935,site_55.0_14.08,Polydora (Polydora) quadrilobata,1997,4
2936,site_55.0_14.08,Polydora (Polydora) quadrilobata,1998,31
2937,site_55.0_14.08,Polydora (Polydora) quadrilobata,2000,9
2938,site_55.0_14.08,Polydora (Polydora) quadrilobata,2001,5
2939,site_55.0_14.08,Polydora (Polydora) quadrilobata,2002,82
2940,site_55.0_14.08,Polydora (Polydora) quadrilobata,2003,60
2941,site_55.0_14.08,Polydora ciliata,1981,9
2942,site_55.0_14.08,Polydora ciliata,1990,3
2943,site_55.0_14.08,Polydora ciliata,1994,6
2944,site_55.0_14.08,Pontoporeia femorata,1980,38
2945,site_55.0_14.08,Pontoporeia femorata,1982,12
2946,site_55.0_14.08,Pontoporeia femorata,1987,3
2947,site_55.0_14.08,Pontoporeia femorata,1997,42
2948,site_55.0_14.08,Pontoporeia femorata,1998,82
2949,site_55.0_14.08,Pontoporeia femorata,2001,5
2950,site_55.0_14.08,Pontoporeia femorata,2002,9
2951,site_55.0_14.08,Pontoporeia femorata,2003,35
2952,site_55.0_14.08,Pontoporeia femorata,2004,16
2953,site_55.0_14.08,Priapulus caudatus,1991,3
2954,site_55.0_14.08,Priapulus caudatus,1997,17
2955,site_55.0_14.08,Priapulus caudatus,2002,9
2956,site_55.0_14.08,Priapulus caudatus,2003,6
2957,site_55.0_14.08,Priapulus caudatus,2004,1
2958,site_55.0_14.08,Scoloplos armiger,1980,197
2959,site_55.0_14.08,Scoloplos armiger,1981,100
2960,site_55.0_14.08,Scoloplos armiger,1982,12
2961,site_55.0_14.08,Scoloplos armiger,1983,12
2962,site_55.0_14.08,Scoloplos armiger,1989,6
2963,site_55.0_14.08,Scoloplos armiger,1990,103
2964,site_55.0_14.08,Scoloplos armiger,1991,940
2965,site_55.0_14.08,Scoloplos armiger,1993,516
2966,site_55.0_14.08,Scoloplos armiger,1997,109
2967,site_55.0_14.08,Scoloplos armiger,1998,157
2968,site_55.0_14.08,Scoloplos armiger,2000,3
2969,site_55.0_14.08,Scoloplos armiger,2001,50
2970,site_55.0_14.08,Scoloplos armiger,2002,381
2971,site_55.0_14.08,Scoloplos armiger,2003,204
2972,site_55.0_14.08,Terebellides stroemii,1980,123
2973,site_55.0_14.08,Terebellides stroemii,1981,47
2974,site_55.0_14.08,Terebellides stroemii,1982,6
2975,site_55.0_14.08,Terebellides stroemii,2001,1
2976,site_55.0_14.08,Terebellides stroemii,2003,3
2977,site_55.0_14.08,Terebellides stroemii,2004,3
2978,site_55.0_14.08,Trochochaeta multisetosa,1986,3
2979,site_55.0_14.08,Trochochaeta multisetosa,1987,3
2980,site_55.0_14.08,Trochochaeta multisetosa,1993,9
2981,site_55.0_14.08,Trochochaeta multisetosa,1997,11
2982,site_55.0_14.08,Trochochaeta multisetosa,1998,1
2983,site_55.0_14.08,Trochochaeta multisetosa,2001,5
2984,site_55.0_14.08,Trochochaeta multisetosa,2003,25
2985,site_55.0_14.08,Trochochaeta multisetosa,2004,3
2986,site_55.0_14.08,Turbellaria,1997,2
2987,site_55.25_14.51,Alcyonidium polyoum,2004,1
2988,site_55.25_14.51,Ampharete baltica,2004,1
2989,site_55.25_14.51,Astarte borealis,2004,1
2990,site_55.25_14.51,Astarte elliptica,2004,1
2991,site_55.25_14.51,Astarte montagui,2004,1
2992,site_55.25_14.51,Balanus crenatus,2004,1
2993,site_55.25_14.51,Bylgides sarsi,2004,1
2994,site_55.25_14.51,Chaetozone setosa,2004,1
2995,site_55.25_14.51,Clava multicornis,2004,1
2996,site_55.25_14.51,Corophium crassicorne,2004,1
2997,site_55.25_14.51,Crangon crangon,2004,1
2998,site_55.25_14.51,Diastylis rathkei,2004,1
2999,site_55.25_14.51,Dyopedos monacantha,2004,1
3000,site_55.25_14.51,Electra crustulenta,2004,1
3001,site_55.25_14.51,Fabriciola baltica,2004,1
3002,site_55.25_14.51,Halacaridae,2004,1
3003,site_55.25_14.51,Halitholus yoldiaarcticae,2004,1
3004,site_55.25_14.51,Lamellidoris muricata,2004,1
3005,site_55.25_14.51,Lineus ruber,2004,1
3006,site_55.25_14.51,Macoma balthica,2004,1
3007,site_55.25_14.51,Metridium senile,2004,1
3008,site_55.25_14.51,Mytilus edulis,2004,1
3009,site_55.25_14.51,Nemertina,2004,1
3010,site_55.25_14.51,Neoamphitrite figulus,2004,1
3011,site_55.25_14.51,Neomysis integer,2004,1
3012,site_55.25_14.51,Nereimyra punctata,2004,1
3013,site_55.25_14.51,Nicolea zostericola,2004,1
3014,site_55.25_14.51,Nymphon brevirostre,2004,1
3015,site_55.25_14.51,Onoba semicostata,2004,1
3016,site_55.25_14.51,Pholoe assimilis,2004,1
3017,site_55.25_14.51,Phyllodoce (Anaitides) mucosa,2004,1
3018,site_55.25_14.51,Polycirrus medusa,2004,1
3019,site_55.25_14.51,Praunus flexuosus,2004,1
3020,site_55.25_14.51,Priapulus caudatus,2004,1
3021,site_55.25_14.51,Scoloplos armiger,2004,1
3022,site_55.25_14.51,Terebellides stroemii,2004,1
3023,site_55.25_15.98,Ampharete acutifrons,1998,3
3024,site_55.25_15.98,Bylgides sarsi,1980,18
3025,site_55.25_15.98,Bylgides sarsi,1983,9
3026,site_55.25_15.98,Bylgides sarsi,1993,31
3027,site_55.25_15.98,Bylgides sarsi,1994,22
3028,site_55.25_15.98,Bylgides sarsi,2003,58
3029,site_55.25_15.98,Capitella capitata,1983,29
3030,site_55.25_15.98,Capitella capitata,2003,7
3031,site_55.25_15.98,Corophium volutator,1993,22
3032,site_55.25_15.98,Diastylis rathkei,1998,3
3033,site_55.25_15.98,Eucratea loricata,2003,1
3034,site_55.25_15.98,Gammarus salinus,1993,6
3035,site_55.25_15.98,Hydrobia ulvae,1993,107
3036,site_55.25_15.98,Hydrobia ulvae,1997,2
3037,site_55.25_15.98,Macoma balthica,1997,4
3038,site_55.25_15.98,Marenzelleria neglecta,1993,9
3039,site_55.25_15.98,Mya arenaria,1993,3
3040,site_55.25_15.98,Mytilus edulis,1993,6
3041,site_55.25_15.98,Mytilus edulis,2003,1
3042,site_55.25_15.98,Nephtys hombergii,2004,3
3043,site_55.25_15.98,Oligochaeta,1993,6
3044,site_55.25_15.98,Pygospio elegans,1993,3
3045,site_55.25_15.98,Pygospio elegans,1998,6
3046,site_55.25_15.98,Scoloplos armiger,1981,38
3047,site_55.25_15.98,Scoloplos armiger,1993,60
3048,site_55.25_15.98,Scoloplos armiger,1994,431
3049,site_55.25_15.98,Streblospio dekhuyzeni,1993,3
